C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_37_749.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_37_749.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_37_749.jpg, 0, 0, 0, 8.238339E-05
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_37_930.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_37_930.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_37_930.jpg, 0, 0, 0, 8.126506E-05
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_38_041.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_38_041.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_38_041.jpg, 0, 0, 0, 8.405972E-05
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_38_158.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_38_158.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_38_158.jpg, 0, 0, 0, 7.794057E-05
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_38_291.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_38_291.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_38_291.jpg, 0, 0, 0, 7.889844E-05
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_38_400.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_38_400.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_38_400.jpg, 0, 0, 0, 8.191536E-05
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_38_513.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_38_513.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_38_513.jpg, 0, 0, 0, 7.783413E-05
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_38_618.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_38_618.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_38_618.jpg, 0, 0, 0, 8.027884E-05
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_38_724.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_38_724.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_38_724.jpg, 0, 0, 0, 7.797289E-05
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_38_852.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_38_852.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_38_852.jpg, 0, 0, 0, 7.920968E-05
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_38_968.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_38_968.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_38_968.jpg, 0, 0, 0, 7.858824E-05
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_39_083.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_39_083.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_39_083.jpg, 0, 0, 0, 7.845752E-05
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_39_194.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_39_194.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_39_194.jpg, 0, 0, 0, 7.82405E-05
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_39_325.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_39_325.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_39_325.jpg, 0, 0.3684015, 0, 0.5864817
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_39_449.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_39_449.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_39_449.jpg, 0, 0.7430217, 0, 1.502274
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_39_565.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_39_565.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_39_565.jpg, 0, 1, 0, 2.865684
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_39_667.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_39_667.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_39_667.jpg, 0, 1, 0, 4.036918
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_39_789.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_39_789.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_39_789.jpg, 0, 1, 0, 5.434156
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_39_902.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_39_902.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_39_902.jpg, 0, 1, 0, 6.815042
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_40_013.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_40_013.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_40_013.jpg, 0, 1, 0, 7.953503
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_40_114.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_40_114.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_40_114.jpg, -0.3013671, 1, 0, 9.049626
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_40_221.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_40_221.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_40_221.jpg, -0.6250239, 0.6763432, 0, 9.800187
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_40_337.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_40_337.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_40_337.jpg, -0.2824161, 0.5414488, 0, 10.39586
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_40_437.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_40_437.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_40_437.jpg, 0, 0.8458921, 0, 11.25597
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_40_575.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_40_575.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_40_575.jpg, 0, 1, 0, 12.56994
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_40_688.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_40_688.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_40_688.jpg, 0, 1, 0, 13.77274
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_40_808.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_40_808.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_40_808.jpg, 0, 1, 0, 15.08542
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_40_907.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_40_907.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_40_907.jpg, -0.3229473, 1, 0, 16.13461
C:\Users\DELL\Downloads\simulator-windows-64\IMG\center_2023_05_09_19_16_41_027.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\left_2023_05_09_19_16_41_027.jpg, C:\Users\DELL\Downloads\simulator-windows-64\IMG\right_2023_05_09_19_16_41_027.jpg, -0.4763148, 0.6418195, 0, 16.82058
